Sample.ID	Meth_Status	Feature	percent	Coral.ID	History	LifeStage	Group	Origin	Treatment	Transplant	Col_Life
544	L-862	All_CpGs	Intergenic	60.2	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
545	L-862	All_CpGs	Downstream_Flanks	4.71	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
546	L-862	Methylated	CDS	9.38	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
547	L-862	Methylated	Introns	27.7	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
548	L-862	Methylated	Upstream_Flanks	3.48	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
549	L-862	Methylated	Intergenic	56.57	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
550	L-862	Methylated	Downstream_Flanks	2.87	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
551	L-862	Sparsely_Methylated	CDS	8.83	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
552	L-862	Sparsely_Methylated	Introns	19.93	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
553	L-862	Sparsely_Methylated	Upstream_Flanks	5.88	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
554	L-862	Sparsely_Methylated	Intergenic	60.78	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
555	L-862	Sparsely_Methylated	Downstream_Flanks	4.57	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
556	L-862	Unmethylated	CDS	9.54	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
557	L-862	Unmethylated	Introns	18.61	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
558	L-862	Unmethylated	Upstream_Flanks	6.42	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
559	L-862	Unmethylated	Intergenic	60.54	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
560	L-862	Unmethylated	Downstream_Flanks	4.9	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
561	L-924	All_CpGs	CDS	9.33	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
562	L-924	All_CpGs	Introns	19.47	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
563	L-924	All_CpGs	Upstream_Flanks	6.25	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
564	L-924	All_CpGs	Intergenic	60.15	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
565	L-924	All_CpGs	Downstream_Flanks	4.8	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
566	L-924	Methylated	CDS	9.86	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
567	L-924	Methylated	Introns	28.3	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
568	L-924	Methylated	Upstream_Flanks	3.16	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
569	L-924	Methylated	Intergenic	55.96	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
570	L-924	Methylated	Downstream_Flanks	2.72	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
571	L-924	Sparsely_Methylated	CDS	8.4	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
572	L-924	Sparsely_Methylated	Introns	20.74	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
573	L-924	Sparsely_Methylated	Upstream_Flanks	5.69	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
574	L-924	Sparsely_Methylated	Intergenic	60.64	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
575	L-924	Sparsely_Methylated	Downstream_Flanks	4.53	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
576	L-924	Unmethylated	CDS	9.34	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
577	L-924	Unmethylated	Introns	18.7	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
578	L-924	Unmethylated	Upstream_Flanks	6.53	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
579	L-924	Unmethylated	Intergenic	60.46	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
580	L-924	Unmethylated	Downstream_Flanks	4.97	P-9-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-9-A_Larvae
581	L-933	All_CpGs	CDS	8.41	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
582	L-933	All_CpGs	Introns	20.2	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
583	L-933	All_CpGs	Upstream_Flanks	6.1	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
584	L-933	All_CpGs	Intergenic	60.51	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
585	L-933	All_CpGs	Downstream_Flanks	4.79	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
586	L-933	Methylated	CDS	8.86	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
587	L-933	Methylated	Introns	29.71	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
588	L-933	Methylated	Upstream_Flanks	3.03	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
589	L-933	Methylated	Intergenic	55.68	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
590	L-933	Methylated	Downstream_Flanks	2.72	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
591	L-933	Sparsely_Methylated	CDS	7.2	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
592	L-933	Sparsely_Methylated	Introns	21.58	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
593	L-933	Sparsely_Methylated	Upstream_Flanks	5.53	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
594	L-933	Sparsely_Methylated	Intergenic	61.19	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
595	L-933	Sparsely_Methylated	Downstream_Flanks	4.49	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
596	L-933	Unmethylated	CDS	8.43	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
597	L-933	Unmethylated	Introns	19.3	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
598	L-933	Unmethylated	Upstream_Flanks	6.39	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
599	L-933	Unmethylated	Intergenic	60.89	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
600	L-933	Unmethylated	Downstream_Flanks	4.98	P-10-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-10-A_Larvae
